Norway,Kowon-up,39.4380556,127.2430573
South Korea,Wabu,37.5897222,127.2202759
South Korea,Namyangju,37.6366667,127.2141647
South Korea,Hanam,37.54,127.2055588
South Korea,Chonju,35.8219444,127.1488876
South Korea,Kuri,37.5947222,127.1427765
South Korea,Songnam,37.4386111,127.1377792
South Korea,Songhwan,36.9155556,127.1313858
South Korea,Kongju,36.4555556,127.1247253
South Korea,Yonmu,36.1294444,127.0999985
South Korea,Nonsan,36.2038889,127.0847244
South Korea,Osan,37.145,127.0694427
South Korea,Uijongbu,37.7486111,127.038887
South Korea,Suwon,37.2841667,127.019165
South Korea,Asan,36.7836111,127.0041656
South Korea,Seoul,37.5663889,126.9997253
South Korea,Hwasun,35.0594444,126.9850006
South Korea,Iksan,35.9438889,126.9544449
South Korea,Anyang,37.3925,126.9269409
South Korea,Kwangju,35.1547222,126.9155579
South Korea,Puyo,36.2819444,126.9124985
South Korea,Kimje,35.8016667,126.8888855
Norway,Sangsong-ni,39.1694444,126.8855591
South Korea,Kwangmyong,37.4772222,126.8663864
South Korea,Yesan,36.6791667,126.8450012
South Korea,Ansan,37.3236111,126.8219452
South Korea,Munsan,37.8594444,126.7850037
South Korea,Puan,35.7280556,126.7319412
South Korea,Naju,35.0283333,126.7174988
South Korea,Kunsan,35.9786111,126.7113876
Norway,Koksan,38.7819444,126.6663895
South Korea,Hongsong,36.5994444,126.6627808
China,Harbin,45.75,126.6500015
Norway,Chasong,41.4608333,126.6413879
South Korea,Tangjin,36.8944444,126.6297226
Norway,Kanggye,40.9872222,126.6113892
South Korea,Poryong,36.3466667,126.6047211
South Korea,Haenam,34.5711111,126.5988922
Norway,Sokko-dong,40.9561111,126.5819473
China,Jilin,43.8508333,126.5602798
Norway,Kaesong,37.9708333,126.5544434
South Korea,Cheju,33.5097222,126.5219421
South Korea,Yonggwang,35.275,126.5094452
South Korea,Kanghwa,37.7472222,126.4855576
South Korea,Sosan,36.7816667,126.4522247
South Korea,Taesan,36.9388889,126.4349976
South Korea,Aewol-li,33.4644444,126.3183365
Norway,Sinmak,38.4166667,126.2333298
Philippines,Mati,6.9527778,126.2158356
Norway,Yonan-up,37.9088889,126.1611099
Norway,Kangdong-up,39.1425,126.0961075
Norway,Kujang-up,39.8672222,126.0302811
Norway,Sot-pong,38.8588889,126.0025024
Norway,Sungho 1-tong,38.9913889,125.9777756
Norway,Yongbyon,39.8133333,125.8041687
Norway,Chunghwa-up,38.8638889,125.8000031
Norway,Hukkyo-ri,38.7986111,125.7919464
Norway,Ayang-ni,38.2430556,125.7799988
Norway,Hwangju-up,38.6702778,125.7761078
Norway,Sariwon,38.5072222,125.7558365
Norway,Pyongyang,39.0194444,125.7547226
Norway,Pukchil-lodongjagu,40.2019444,125.7483368
Norway,Haeju,38.0405556,125.7147217
Norway,Yongi-ri,39.2780556,125.7097244
Norway,Sunan,39.1983333,125.6900024
Philippines,Panabo,7.3080556,125.684166
Norway,Anju,39.6177778,125.6647186
Norway,Songnim,38.7541667,125.6449966
Norway,Chaeryong-up,38.3991667,125.6155548
Philippines,Davao,7.0730556,125.6127777
Norway,Sinanju,39.5980556,125.609726
Norway,Pyoksong-up,38.0475,125.5566635
Philippines,Libertad,8.9441667,125.5019455
Norway,Anak,38.5108333,125.4941635
Philippines,Surigao,9.7838889,125.4888916
Norway,Sil-li,39.4947222,125.4736099
Norway,Yonggang-up,38.8561111,125.4244461
Norway,Ongjin,37.9347222,125.3619461
Philippines,Digos,6.7497222,125.3572235
China,Changchun,43.88,125.3227768
Norway,Kusong,39.9811111,125.2447205
Norway,Panghyon-dong,39.8872222,125.2413864
Norway,Chongju-up,39.6933333,125.2102814
Indonesia,Bitung,1.4411111,125.1572189
Norway,Changyon,38.2508333,125.0961075
Philippines,Valencia,7.9063889,125.0941696
Philippines,Kidapawan,7.0083333,125.089447
Norway,Kwaksan,39.6875,125.0827789
Norway,Sakchu-up,40.3894444,125.046669
Philippines,Panalanoy,11.2511111,125.0063858
Philippines,Koronadal,6.5030556,124.8469467
Indonesia,Manado,1.5016667,124.8441696
Philippines,Cagayan de Oro,8.4822222,124.6472244
Philippines,Ormoc,11.0063889,124.6074982
Norway,Yomju,39.8933333,124.598053
Norway,Uiju,40.1994444,124.5316696
Norway,Sinuiju,40.1005556,124.398056
China,Dandong,40.1291667,124.394722
Philippines,Marawi,7.9986111,124.292778
Philippines,Cotabato,7.2236111,124.2463913
Philippines,Mantampay,8.1666667,124.2166672
Philippines,Sorsogon,12.9738889,123.9933319
China,Qiqihar,47.3408333,123.9672241
Philippines,Lapu-Lapu City,10.3102778,123.9494476
China,Fushun,41.8558333,123.9233322
Philippines,Mandaue City,10.3236111,123.922226
Philippines,Cebu City,10.3111111,123.8916702
Philippines,Tagbilaran,9.6475,123.8555527
Philippines,Talisay,10.2447222,123.8494415
Philippines,Ozamis,8.1458333,123.8444443
China,Benxi,41.2886111,123.7649994
Philippines,Legaspi Port,13.1466667,123.7558365
Philippines,Toledo,10.3791667,123.6419449
Indonesia,Kupang,-10.1666667,123.5833359
Philippines,Muricay,7.8263889,123.4797211
China,Shenyang,41.7922222,123.4327774
Philippines,Sagay,10.9447222,123.4241638
Philippines,Iriga,13.425,123.417778
Philippines,Dipolog,8.5894444,123.3413925
Philippines,Dumaguete,9.3102778,123.3080521
Philippines,Cadiz Viejo,10.9505556,123.285553
Philippines,Naga,13.6191667,123.1813889
China,Liaoyang,41.2719444,123.1730576
Philippines,Victorias City,10.9,123.077774
Indonesia,Gorontalo,0.5344444,123.0616684
China,Anshan,41.1236111,122.9899979
Philippines,Binonga,10.7730556,122.9827805
Philippines,Mansilingan,10.6311111,122.9788895
Philippines,Daet,14.1127778,122.9558334
Philippines,Bago,10.5377778,122.8333359
Philippines,Kabankalan,9.9888889,122.8122253
Philippines,Roxas City,11.5852778,122.7511139
Philippines,Iloilo,10.6969444,122.5644455
Australia,Broome,-17.9666667,122.2333298
China,Yingkou,40.6680556,122.2247238
Philippines,Zamboanga,6.9102778,122.0738907
China,Panshan,41.1880556,122.0494461
Philippines,Ilagan,17.1480556,121.890831
Philippines,Tuguegarao City,17.6130556,121.726944
China,Fuxin,42.0155556,121.6588898
Philippines,Lucena,13.9313889,121.6172256
China,Dalian,38.9122222,121.6022186
Philippines,Santiago,16.68808,121.5486984
China,Ningbo,29.875,121.5419464
Australia,Kalgoorlie,-30.75,121.4666672
China,Shanghai,31.2222222,121.4580536
Philippines,Santa Cruz,14.2786111,121.4155579
China,Yantai,37.5333333,121.4000015
Philippines,San Pablo,14.0669444,121.3258362
Philippines,Los Banos,14.1788889,121.2255554
Philippines,Binangonan,14.4655556,121.1919479
Philippines,Antipolo,14.5863889,121.1752777
Philippines,Lipa,13.9394444,121.1738892
Philippines,Calamba,14.2116667,121.1652756
Philippines,Angono,14.5255556,121.1497192
Philippines,Rodriguez,14.7325,121.1449966
China,Jinzhou,41.1077778,121.1416702
Philippines,Taytay,14.5691667,121.1324997
Philippines,San Mateo,14.6969444,121.1219406
Philippines,Cainta,14.58,121.1169434
Philippines,Santa Rosa,14.3122222,121.1113892
Philippines,Batangas,13.7594444,121.0599976
Philippines,San Pedro,14.3647222,121.0555573
Philippines,Norzagaray,14.9105556,121.0488892
Philippines,San Jose del Monte,14.8138889,121.0452805
Philippines,Jolo,6.0522222,121.0022202
Philippines,Manila,14.6041667,120.9822235
Philippines,Guyong,14.8386111,120.9797211
Philippines,Silang,14.2305556,120.9749985
Philippines,Cabanatuan,15.4869444,120.9674988
Philippines,Meycauayan,14.7369444,120.9608307
Philippines,Marilao,14.7577778,120.9483337
Philippines,Gapan,15.3075,120.9452744
Philippines,Bacoor,14.4577778,120.9424973
Philippines,Tanza,14.6752778,120.9388885
Philippines,Imus,14.4297222,120.9366684
Philippines,Dasmarinas,14.3294444,120.9366684
Philippines,Bocaue,14.7983333,120.9261093
Philippines,Cavite,14.4825,120.9169464
Philippines,Kawit,14.4455556,120.9049988
Philippines,Baliuag,14.9547222,120.8969421
Philippines,Guiguinto,14.8333333,120.8833313
Philippines,General Trias,14.3869444,120.8816681
China,Nantong,32.0302778,120.8747253
Philippines,Pulilan,14.9016667,120.8491669
Philippines,Malolos,14.8419444,120.8116684
Philippines,Arayat,15.1508333,120.773056
Philippines,Apalit,14.9533333,120.7699966
Philippines,Calumpit,14.9163889,120.765831
Philippines,Hagonoy,14.8325,120.7333298
Philippines,San Fernando,15.0302778,120.6855545
Philippines,Bulaon,15.0883333,120.6672211
China,Wenzhou,28.0191667,120.6544418
China,Suzhou,31.3113889,120.6180573
Philippines,Tarlac,15.4888889,120.5986099
Philippines,Laoag,18.1988889,120.5936127
Philippines,Baguio,16.4163889,120.5930557
Philippines,Capas,15.3275,120.5908356
Philippines,Mabalacat,15.2233333,120.5791702
Philippines,Urdaneta,15.9761111,120.5711136
Philippines,Santol,15.1622222,120.5674973
Philippines,Balanga,14.6761111,120.5361099
Philippines,Mariveles,14.4336111,120.4852753
Philippines,Mangaldan,16.0691667,120.4063873
China,Qingdao,36.0986111,120.3719406
Philippines,San Fernando,16.6186111,120.3194427
China,Wuxi,31.5772222,120.2938919
Philippines,Olongapo,14.8291667,120.2827759
China,Hangzhou,30.2552778,120.1688919
China,Yancheng,33.3855556,120.1252747
China,Changzhou,31.7833333,119.9666672
China,Taizhou,32.4933333,119.9080582
Indonesia,Labuhanbajo,-8.4833333,119.9000015
China,Puyang,29.4602778,119.8861084
Indonesia,Palu,-0.9016667,119.859726
China,Qinhuangdao,39.9316667,119.5883331
Indonesia,Makassar,-5.1463889,119.4386139
China,Zhenjiang,32.2091667,119.434166
China,Fuzhou,26.0613889,119.3061142
Indonesia,Mamuju,-2.6786111,118.8933334
China,Nanjing,32.0616667,118.7777786
Philippines,Puerto Princesa,9.7391667,118.7352753
Maldives,Semporna,4.4811111,118.6158371
Australia,Port Hedland,-20.3166667,118.5666656
Maldives,Lahad Datu,5.0333333,118.3166656
China,Tangshan,39.6333333,118.1833344
Maldives,Sandakan,5.8333333,118.1166687
China,Xiamen,24.4675,118.0930557
China,Zibo,36.7905556,118.0633316
Maldives,Tawau,4.25,117.9000015
Australia,Albany,-35.0169444,117.8916702
China,Zhangzhou,24.5133333,117.6555557
China,Bengbu,32.9408333,117.3608322
China,Hefei,31.8638889,117.2808304
China,Xuzhou,34.2669444,117.1916656
China,Tianjin,39.1422222,117.1766663
Indonesia,Samarinda,-0.5,117.1500015
Australia,Roebourne,-20.7833333,117.1333313
Indonesia,Loa Janan,-0.582952,117.0950317
China,Jinan,36.6683333,116.9972229
China,Huainan,32.6263889,116.9969406
Australia,Karratha,-20.7291441,116.8547058
Maldives,Kudat,6.8833333,116.8333359
Indonesia,Balikpapan,-1.26753,116.8288727
China,Huaibei,33.9744444,116.7916641
China,Langfang,39.5097222,116.694725
China,Shantou,23.36,116.6783371
China,Beijing,39.9074977,116.3972244
China,Jieyang,23.5297222,116.3655548
Maldives,Keningau,5.3333333,116.1666641
Indonesia,Mataram,-8.5833333,116.1166687
Maldives,Donggongon,5.9166667,116.0833359
Maldives,Kota Kinabalu,5.9833333,116.0666656
Maldives,Putatan,5.8833333,116.0500031
China,Nanchang,28.6833333,115.8833313
Australia,Perth,-31.9333333,115.8333359
Australia,Kwinana,-32.25,115.7666702
Monaco,Ereencav,49.8806989,115.7252579
Australia,Mandurah,-32.55,115.6999969
Australia,Bunbury,-33.3333333,115.6333313
China,Baoding,38.8511111,115.4902802
Maldives,Victoria,5.2766667,115.2416687
Indonesia,Denpasar,-8.65,115.2166672
China,Huangshi,30.2166667,115.0999985
Indonesia,Singaraja,-8.1120006,115.0881805
Brunei,Bangar,4.7166667,115.0666656
China,Puyang,35.7027778,115.0052795
Maldives,Limbang,4.75,115
Brunei,Bandar Seri Begawan,4.8833333,114.9333344
China,Zhangjiakou,40.81,114.8794479
Indonesia,Martapura,-3.4166667,114.8499985
China,Luancheng,37.8791667,114.6516647
Brunei,Tutong,4.8,114.6500015
Australia,Geraldton,-28.7666667,114.5999985
Indonesia,Banjarmasin,-3.3333333,114.5833359
Monaco,Choybalsan,48.0666667,114.5
China,Xingtai,37.0630556,114.4941635
China,Shijiazhuang,38.0413889,114.4786148
China,Handan,36.6005556,114.4677811
China,Kaifeng,34.7911111,114.3483353
China,Anyang,36.0994444,114.3288879
Brunei,Seria,4.6166667,114.3166656
China,Wuhan,30.5833333,114.2666702
Brunei,Kuala Belait,4.5833333,114.1833344
China,Shenzhen,22.5455377,114.0682983
China,Xinyang,32.1227778,114.0655594
Indonesia,Situbondo,-7.7062286,114.009758
Maldives,Miri,4.3833333,113.9833298
China,Xinxiang,35.3088889,113.8672256
Indonesia,Jember,-8.1660391,113.7031784
China,Zhengzhou,34.7577778,113.648613
China,Shaoguan,24.8,113.5833359
Russia,Chita,52.0333333,113.5500031
China,Pingdingshan,33.7408333,113.3063889
China,Datong,40.0936111,113.2913895
Monaco,Baruun-Urt,46.6805556,113.2791672
China,Guangzhou,23.1166667,113.25
Indonesia,Probolinggo,-7.75,113.2166672
Indonesia,Lumajang,-8.1333333,113.2166672
China,Zhuzhou,27.8333333,113.1500015
China,Foshan,23.0333333,113.1166687
Maldives,Bintulu,3.1666667,113.0333328
China,Changsha,28.2,112.9666672
China,Xiangtan,27.85,112.9000015
Indonesia,Pasuruan,-7.6333333,112.9000015
Indonesia,Surabaya,-7.2491667,112.7508316
Indonesia,Sidoarjo,-7.4538889,112.7202759
Indonesia,Lawang,-7.8263889,112.7019424
Indonesia,Malang,-7.9777778,112.6280594
China,Hengyang,26.8880556,112.6149979
China,Taiyuan,37.8694444,112.5602798
China,Luoyang,34.6836111,112.4536133
Indonesia,Jombang,-7.5459539,112.2330704
Indonesia,Blitar,-8.1,112.1500015
China,Yunfu,22.9333333,112.0333328
Indonesia,Kediri,-7.8166667,112.0166702
Maldives,Sibu,2.3,111.8166656
China,Changzhi,35.2088889,111.7386093
China,Hohhot,40.8105556,111.6522217
Maldives,Sarikei,2.1166667,111.5166702
Indonesia,Madiun,-7.6166667,111.5166702
Maldives,Simanggang,1.2472222,111.452774
Indonesia,Purwodadi,-7.0833333,110.9000015
Indonesia,Surakarta,-7.5561111,110.831665
China,Shiyan,32.6475,110.7780533
Monaco,Ondorhaan,47.3194444,110.6555557
Indonesia,Klaten,-7.7058333,110.6063919
Indonesia,Salatiga,-7.3319444,110.492775
Indonesia,Semarang,-6.9666667,110.4166641
Indonesia,Ungaran,-7.1397222,110.4049988
China,Zhanjiang,21.2,110.3833313
Indonesia,Yogyakarta,-7.7827778,110.3608322
China,Haikou,20.0458333,110.3416672
Maldives,Kuching,1.55,110.3333359
China,Guilin,25.2819444,110.2863922
China,Baotou,40.6522222,109.8222198
Indonesia,Pekalongan,-6.8833333,109.6666641
Indonesia,Pemalang,-6.9,109.3666687
Indonesia,Pontianak,-0.0333333,109.3333359
Vietnam,Tuy Hoa,13.0833333,109.3000031
Indonesia,Purwokerto,-7.4213889,109.2344437
Vietnam,Quy Nhon,13.7666667,109.2333298
Vietnam,Nha Trang,12.25,109.1833344
Vietnam,Cam Ranh,11.9214391,109.1591263
Indonesia,Tegal,-6.8666667,109.1333313
Indonesia,Adiwerna,-6.9333333,109.1166687
Vietnam,Phan Rang-Thap Cham,11.5666667,108.9833298
Vietnam,Quang Ngai,15.1166667,108.8000031
China,Xianyang,34.3455556,108.7147217
Indonesia,Astanajapura,-6.8,108.5999985
Indonesia,Cirebon,-6.7333333,108.5666656
Indonesia,Weru,-6.7,108.5
Vietnam,Tam Ky,15.5666667,108.4833298
Indonesia,Plumbon,-6.705,108.4727783
Vietnam,Da Lat,11.9333333,108.4166641
Monaco,Choyr,46.3611111,108.3611145
Indonesia,Ciamis,-7.3333333,108.3499985
Vietnam,Hoi An,15.8794444,108.3349991
China,Nanning,22.8166667,108.3166656
Vietnam,Da Nang,16.0677778,108.2208328
Indonesia,Tasikmalaya,-7.3333333,108.1999969
Vietnam,Phan Thiet,10.9333333,108.0999985
Vietnam,Buon Ma Thuot,12.6666667,108.0500031
Vietnam,Kon Tum,14.35,108
Vietnam,Pleiku,13.9833333,108
Indonesia,Sumedang Utara,-6.85,107.9166641
Indonesia,Paseh,-7.1,107.75
Indonesia,Bandung,-6.9127778,107.6205521
Indonesia,Lembang,-6.8116667,107.6175003
Russia,Ulan-Ude,51.8333333,107.6166687
Vietnam,Hue,16.4666667,107.5999985
Indonesia,Banjaran,-7.0452778,107.5877762
Indonesia,Cimahi,-6.8722222,107.5425034
Indonesia,Soreang,-7.0330556,107.5183334
Indonesia,Padalarang,-6.8377778,107.4727783
Indonesia,Cikampek,-6.4136111,107.4594421
Indonesia,Purwakarta,-6.5569444,107.4388885
Vietnam,Cam Pha Mines,21.0166667,107.3000031
Indonesia,Rengasdengklok,-6.1483333,107.2830582
Cambodia,Senmonourom,12.45,107.1999969
Vietnam,Dong Ha,16.8166667,107.1333313
Vietnam,Ha Long,20.9511111,107.0800018
Vietnam,Vung Tau,10.35,107.0666656
Indonesia,Bekasi,-6.2366667,106.9919434
Cambodia,Lumphat,13.5,106.9833298
Indonesia,Cileungsi,-6.3947222,106.9591675
Monaco,Dzuunmod,47.7069444,106.952774
Indonesia,Sukabumi,-6.9166667,106.9272232
Monaco,Ulaanbaatar,47.9166667,106.9166641
Vietnam,Dong Xoai,11.5333333,106.9166641
Indonesia,Cibinong,-6.4816667,106.8541641
Indonesia,Jakarta,-6.1744444,106.8294449
Indonesia,Depok,-6.4,106.8186111
Vietnam,Bien Hoa,10.95,106.8166656
Indonesia,Bogor,-6.5897222,106.7913895
Vietnam,Uong Bi,21.0333333,106.7833328
Indonesia,Pamulang,-6.3427778,106.7383347
Indonesia,Parung,-6.4213889,106.7330551
China,Guiyang,26.5833333,106.7166672
Indonesia,Ciampea,-6.54,106.7102814
Indonesia,Ciputat,-6.2375,106.6955566
Vietnam,Haiphong,20.8561111,106.6822205
Vietnam,Thanh pho Ho Chi Minh,10.75,106.6666641
Indonesia,Teluknaga,-6.0988889,106.6380539
Indonesia,Tangerang,-6.1780556,106.6299973
Vietnam,Dong Hoi,17.4833333,106.5999985
Indonesia,Curug,-6.2658333,106.5563889
China,Chongqing,29.5627778,106.5527802
Indonesia,Pasarkemis,-6.1702778,106.5302811
Indonesia,Cikupa,-6.2363889,106.5083313
Monaco,Dzuunharaa,48.8522914,106.4578629
Vietnam,Tan An,10.5333333,106.4166641
Vietnam,Ben Tre,10.2333333,106.3833313
Vietnam,My Tho,10.35,106.3499985
Vietnam,Tra Vinh,9.9347222,106.3452759
Vietnam,Thai Binh,20.45,106.3333359
Vietnam,Hai Duong,20.9333333,106.3166656
Monaco,Mandalgovi,45.7625,106.2708359
Vietnam,Cao Bang,22.6666667,106.25
Indonesia,Rangkasbitung,-6.3547222,106.2472229
Monaco,Suhbaatar,50.2313889,106.2077789
Vietnam,Bac Giang,21.2666667,106.1999969
Vietnam,Nam Dinh,20.4166667,106.1666641
Indonesia,Serang,-6.1127778,106.1477814
Vietnam,Phu Khuong,11.2833333,106.1333313
Indonesia,Pangkalpinang,-2.1333333,106.1333313
China,Nanchong,30.8,106.0666656
Vietnam,Bac Ninh,21.1833333,106.0500031
Cambodia,Kracheh,12.4833333,106.0166702
Vietnam,Soc Trang,9.6033333,105.9800034
Vietnam,Ninh Binh,20.2538889,105.9749985
Vietnam,Vinh Long,10.25,105.9666672
Monaco,Darhan,49.4866667,105.9227753
Vietnam,Phu Ly,20.5411111,105.913887
Vietnam,Bim Son,20.0780556,105.8602753
Vietnam,Ha Noi,21.0333333,105.8499985
Vietnam,Thai Nguyen,21.5927778,105.8441696
Vietnam,Can Tho,10.0333333,105.7833328
Vietnam,Ha Dong,20.9725,105.7772217
Vietnam,Thanh Hoa,19.8,105.7666702
Vietnam,Sa Dec,10.3,105.7666702
Vietnam,Bac Lieu,9.285,105.7244415
Vietnam,Yen Vinh,18.6666667,105.6666641
Vietnam,Vinh Yen,21.31,105.5966644
Vietnam,Son Tay,21.1377778,105.5049973
Cambodia,Kampong Cham,12,105.4499969
Vietnam,Viet Tri,21.3019444,105.4308319
